StateCode,CountyCode,StateName,CountyName,ConfirmedCount_1992_1996,ConfirmedCount_1997_2001,ConfirmedCount_2002_2006,ConfirmedCount_2007_2011
28,55,Mississippi,Issaquena County,,,,
28,57,Mississippi,Itawamba County,,,,
28,59,Mississippi,Jackson County,4,5,3,
28,61,Mississippi,Jasper County,,,,
28,63,Mississippi,Jefferson County,,,,
28,65,Mississippi,Jefferson Davis County,,,,
28,67,Mississippi,Jones County,,1,1,
28,69,Mississippi,Kemper County,1,,,
28,71,Mississippi,Lafayette County,,,,
28,73,Mississippi,Lamar County,1,1,1,1
28,75,Mississippi,Lauderdale County,2,3,3,
28,77,Mississippi,Lawrence County,,,,
28,79,Mississippi,Leake County,1,,,
28,81,Mississippi,Lee County,1,,3,
28,83,Mississippi,Leflore County,,,,
28,85,Mississippi,Lincoln County,,,,
28,87,Mississippi,Lowndes County,1,1,1,
28,89,Mississippi,Madison County,,,,
28,91,Mississippi,Marion County,,,,
28,93,Mississippi,Marshall County,,3,1,
28,95,Mississippi,Monroe County,,,,2
28,97,Mississippi,Montgomery County,,,,
28,99,Mississippi,Neshoba County,1,,,
28,101,Mississippi,Newton County,,,,
28,103,Mississippi,Noxubee County,,,,
28,105,Mississippi,Oktibbeha County,,,,
28,107,Mississippi,Panola County,,1,,
28,109,Mississippi,Pearl River County,1,1,,
28,111,Mississippi,Perry County,,,,
28,113,Mississippi,Pike County,2,3,,
28,115,Mississippi,Pontotoc County,,,,
28,117,Mississippi,Prentiss County,,1,,
28,119,Mississippi,Quitman County,,,1,
28,121,Mississippi,Rankin County,,,,
28,123,Mississippi,Scott County,,,,
28,125,Mississippi,Sharkey County,,,,
28,127,Mississippi,Simpson County,1,,,
28,129,Mississippi,Smith County,,,,
28,131,Mississippi,Stone County,,,2,
28,133,Mississippi,Sunflower County,,,,
28,135,Mississippi,Tallahatchie County,,,,
28,137,Mississippi,Tate County,,1,,
28,139,Mississippi,Tippah County,,,,
28,141,Mississippi,Tishomingo County,,,1,
28,143,Mississippi,Tunica County,,,,
28,145,Mississippi,Union County,,1,,
28,147,Mississippi,Walthall County,,,,
28,149,Mississippi,Warren County,2,1,1,
28,151,Mississippi,Washington County,,,,
28,153,Mississippi,Wayne County,1,,1,
28,155,Mississippi,Webster County,,,,
28,157,Mississippi,Wilkinson County,,,,
28,159,Mississippi,Winston County,2,,,
28,161,Mississippi,Yalobusha County,,5,,
28,163,Mississippi,Yazoo County,,1,,
29,0,Missouri,Missouri,,1,,
29,1,Missouri,Adair County,,2,,2
29,3,Missouri,Andrew County,1,,1,
29,5,Missouri,Atchison County,1,,,
29,7,Missouri,Audrain County,3,2,,
29,9,Missouri,Barry County,6,3,2,
29,11,Missouri,Barton County,,,1,
29,13,Missouri,Bates County,7,2,2,
29,15,Missouri,Benton County,,,2,
29,17,Missouri,Bollinger County,14,10,1,
29,19,Missouri,Boone County,5,4,4,
29,21,Missouri,Buchanan County,1,,4,
29,23,Missouri,Butler County,3,1,1,
29,25,Missouri,Caldwell County,2,1,,
29,27,Missouri,Callaway County,1,2,2,
29,29,Missouri,Camden County,23,5,3,
29,31,Missouri,Cape Girardeau County,43,25,5,
29,33,Missouri,Carroll County,1,,1,
29,35,Missouri,Carter County,1,,,
29,37,Missouri,Cass County,6,4,4,
29,39,Missouri,Cedar County,3,1,3,
29,41,Missouri,Chariton County,1,,,
29,43,Missouri,Christian County,3,2,1,1
29,45,Missouri,Clark County,,1,1,
29,47,Missouri,Clay County,12,3,3,1
29,49,Missouri,Clinton County,2,,1,
29,51,Missouri,Cole County,9,2,,
29,53,Missouri,Cooper County,,,,
29,55,Missouri,Crawford County,2,1,,
29,57,Missouri,Dade County,,,,
29,59,Missouri,Dallas County,1,2,,
29,61,Missouri,Daviess County,,,1,
29,63,Missouri,DeKalb County,1,,1,
29,65,Missouri,Dent County,,1,2,
29,67,Missouri,Douglas County,,,,
29,69,Missouri,Dunklin County,1,1,1,
29,71,Missouri,Franklin County,4,4,4,1
29,73,Missouri,Gasconade County,2,1,1,
29,75,Missouri,Gentry County,1,,3,
29,77,Missouri,Greene County,11,2,1,1
29,79,Missouri,Grundy County,1,,,
29,81,Missouri,Harrison County,,,1,
29,83,Missouri,Henry County,,3,3,
29,85,Missouri,Hickory County,,,,
29,87,Missouri,Holt County,,,,
29,89,Missouri,Howard County,,1,,
29,91,Missouri,Howell County,1,3,1,
29,93,Missouri,Iron County,6,2,1,1
29,95,Missouri,Jackson County,62,10,21,4
29,97,Missouri,Jasper County,7,3,3,
29,99,Missouri,Jefferson County,8,1,6,
29,101,Missouri,Johnson County,7,,2,
29,103,Missouri,Knox County,,,,
29,105,Missouri,Laclede County,,,1,
29,107,Missouri,Lafayette County,4,,,
29,109,Missouri,Lawrence County,2,2,2,
29,111,Missouri,Lewis County,,1,,
29,113,Missouri,Lincoln County,,2,2,1
29,115,Missouri,Linn County,1,,1,
29,117,Missouri,Livingston County,1,,4,
29,119,Missouri,McDonald County,3,3,2,
29,121,Missouri,Macon County,,,,
29,123,Missouri,Madison County,5,3,1,
29,125,Missouri,Maries County,2,,1,
29,127,Missouri,Marion County,4,,,
29,129,Missouri,Mercer County,,,1,
29,131,Missouri,Miller County,1,1,1,
29,133,Missouri,Mississippi County,4,1,1,
29,135,Missouri,Moniteau County,1,1,1,
29,137,Missouri,Monroe County,1,,,
29,139,Missouri,Montgomery County,,2,,
29,141,Missouri,Morgan County,11,2,,1
29,143,Missouri,New Madrid County,10,2,,
29,145,Missouri,Newton County,3,1,1,
29,147,Missouri,Nodaway County,5,,3,1
29,149,Missouri,Oregon County,,,,
29,151,Missouri,Osage County,,,,
29,153,Missouri,Ozark County,,,,
29,155,Missouri,Pemiscot County,1,,,
29,157,Missouri,Perry County,20,2,1,
29,159,Missouri,Pettis County,2,3,,
29,161,Missouri,Phelps County,,1,3,2
29,163,Missouri,Pike County,1,1,,
29,165,Missouri,Platte County,4,,,
29,167,Missouri,Polk County,2,,1,
29,169,Missouri,Pulaski County,,,,
29,171,Missouri,Putnam County,,,,1
29,173,Missouri,Ralls County,,2,,
29,175,Missouri,Randolph County,,2,,
29,177,Missouri,Ray County,,,2,
29,179,Missouri,Reynolds County,,1,,
29,181,Missouri,Ripley County,2,4,1,
29,183,Missouri,St. Charles County,7,6,5,
29,185,Missouri,St. Clair County,,1,1,
29,186,Missouri,Ste. Genevieve County,3,1,,2
29,187,Missouri,St. Francois County,6,2,,
29,189,Missouri,St. Louis County,12,11,8,8
29,195,Missouri,Saline County,,,2,
29,197,Missouri,Schuyler County,,,,
29,199,Missouri,Scotland County,,,,
29,201,Missouri,Scott County,35,13,2,
29,203,Missouri,Shannon County,1,1,,
29,205,Missouri,Shelby County,2,,,
29,207,Missouri,Stoddard County,17,2,,
29,209,Missouri,Stone County,,1,1,
29,211,Missouri,Sullivan County,,1,,
29,213,Missouri,Taney County,20,3,9,
29,215,Missouri,Texas County,1,2,,
29,217,Missouri,Vernon County,1,1,,
29,219,Missouri,Warren County,1,1,,
29,221,Missouri,Washington County,2,2,1,
29,223,Missouri,Wayne County,1,1,,
29,225,Missouri,Webster County,1,2,,
29,227,Missouri,Worth County,,,,
29,229,Missouri,Wright County,2,,2,
29,510,Missouri,St. Louis city,,2,1,1
30,0,Montana,Montana,,,,
30,1,Montana,Beaverhead County,,,,1
30,3,Montana,Big Horn County,,,,
30,5,Montana,Blaine County,,,,
30,7,Montana,Broadwater County,,,,
30,9,Montana,Carbon County,,,,1
30,11,Montana,Carter County,,,,
30,13,Montana,Cascade County,,,,3
30,15,Montana,Chouteau County,,,,
30,17,Montana,Custer County,,,,1
30,19,Montana,Daniels County,,,,
30,21,Montana,Dawson County,,,,
30,23,Montana,Deer Lodge County,,,,1
30,25,Montana,Fallon County,,,,
30,27,Montana,Fergus County,,,,
30,29,Montana,Flathead County,,,,3
30,31,Montana,Gallatin County,,,,4
30,33,Montana,Garfield County,,,,
30,35,Montana,Glacier County,,,,
30,37,Montana,Golden Valley County,,,,
30,39,Montana,Granite County,,,,
30,41,Montana,Hill County,,,,
30,43,Montana,Jefferson County,,,,
30,45,Montana,Judith Basin County,,,,
30,47,Montana,Lake County,,,,1
30,49,Montana,Lewis and Clark County,,,,2
30,51,Montana,Liberty County,,,,
30,53,Montana,Lincoln County,,,,1
30,55,Montana,McCone County,,,,
30,57,Montana,Madison County,,,,2
30,59,Montana,Meagher County,,,,
30,61,Montana,Mineral County,,,,
30,63,Montana,Missoula County,,,,3
30,65,Montana,Musselshell County,,,,1
30,67,Montana,Park County,,,,
30,69,Montana,Petroleum County,,,,
30,71,Montana,Phillips County,,,,
30,73,Montana,Pondera County,,,,
30,75,Montana,Powder River County,,,,
30,77,Montana,Powell County,,,,
30,79,Montana,Prairie County,,,,
30,81,Montana,Ravalli County,,,,1
30,83,Montana,Richland County,,,,
30,85,Montana,Roosevelt County,,,,
30,87,Montana,Rosebud County,,,,
30,89,Montana,Sanders County,,,,
30,91,Montana,Sheridan County,,,,
30,93,Montana,Silver Bow County,,,,
30,95,Montana,Stillwater County,,,,
30,97,Montana,Sweet Grass County,,,,
30,99,Montana,Teton County,,,,
30,101,Montana,Toole County,,,,
30,103,Montana,Treasure County,,,,
30,105,Montana,Valley County,,,,
30,107,Montana,Wheatland County,,,,
30,109,Montana,Wibaux County,,,,
30,111,Montana,Yellowstone County,,,1,
31,0,Nebraska,Nebraska,,,,1
31,1,Nebraska,Adams County,,,,
31,3,Nebraska,Antelope County,,,,1
31,5,Nebraska,Arthur County,,,,
31,7,Nebraska,Banner County,,,,
31,9,Nebraska,Blaine County,,,,
31,11,Nebraska,Boone County,1,,,1
31,13,Nebraska,Box Butte County,,,,
31,15,Nebraska,Boyd County,,,,
31,17,Nebraska,Brown County,,,1,
31,19,Nebraska,Buffalo County,,,,
31,21,Nebraska,Burt County,,,,
31,23,Nebraska,Butler County,,,,
31,25,Nebraska,Cass County,1,,1,
31,27,Nebraska,Cedar County,,,,
31,29,Nebraska,Chase County,,,,
31,31,Nebraska,Cherry County,,,,
31,33,Nebraska,Cheyenne County,,,,
31,35,Nebraska,Clay County,1,,,
31,37,Nebraska,Colfax County,,,,
31,39,Nebraska,Cuming County,,,,
31,41,Nebraska,Custer County,,,,
31,43,Nebraska,Dakota County,,,,
31,45,Nebraska,Dawes County,,,,
31,47,Nebraska,Dawson County,,,,
31,49,Nebraska,Deuel County,,,,
31,51,Nebraska,Dixon County,1,,,
31,53,Nebraska,Dodge County,,2,,1
31,55,Nebraska,Douglas County,8,11,8,14
31,57,Nebraska,Dundy County,,,,
31,59,Nebraska,Fillmore County,1,,,
31,61,Nebraska,Franklin County,,,,
31,63,Nebraska,Frontier County,,,,
31,65,Nebraska,Furnas County,,,,
31,67,Nebraska,Gage County,2,,,
31,69,Nebraska,Garden County,,,,
31,71,Nebraska,Garfield County,,,,
31,73,Nebraska,Gosper County,,,,
31,75,Nebraska,Grant County,,,,
31,77,Nebraska,Greeley County,,,,
31,79,Nebraska,Hall County,1,1,1,1
31,81,Nebraska,Hamilton County,,,,1
31,83,Nebraska,Harlan County,,,,
31,85,Nebraska,Hayes County,,,,
31,87,Nebraska,Hitchcock County,,,,
31,89,Nebraska,Holt County,,,,
31,91,Nebraska,Hooker County,,,,
31,93,Nebraska,Howard County,,,,
31,95,Nebraska,Jefferson County,,,,
31,97,Nebraska,Johnson County,,,,
31,99,Nebraska,Kearney County,,,,
31,101,Nebraska,Keith County,,,,
31,103,Nebraska,Keya Paha County,,,,
31,105,Nebraska,Kimball County,,,,
31,107,Nebraska,Knox County,,,,
31,109,Nebraska,Lancaster County,22,6,6,6
31,111,Nebraska,Lincoln County,,,,
31,113,Nebraska,Logan County,,,,
31,115,Nebraska,Loup County,,,,
31,117,Nebraska,McPherson County,,,,
31,119,Nebraska,Madison County,,,,
31,121,Nebraska,Merrick County,,,,
31,123,Nebraska,Morrill County,,1,,
31,125,Nebraska,Nance County,,,,
31,127,Nebraska,Nemaha County,,,,
31,129,Nebraska,Nuckolls County,,,,
31,131,Nebraska,Otoe County,,,,
31,133,Nebraska,Pawnee County,,,,1
31,135,Nebraska,Perkins County,,,,
31,137,Nebraska,Phelps County,,,,
31,139,Nebraska,Pierce County,,,,
31,141,Nebraska,Platte County,,1,,
31,143,Nebraska,Polk County,1,,,
31,145,Nebraska,Red Willow County,,,,
31,147,Nebraska,Richardson County,,,,
31,149,Nebraska,Rock County,,,,
31,151,Nebraska,Saline County,,,,
31,153,Nebraska,Sarpy County,2,4,4,1
31,155,Nebraska,Saunders County,,,,
31,157,Nebraska,Scotts Bluff County,,,2,
31,159,Nebraska,Seward County,,,,1
31,161,Nebraska,Sheridan County,1,,,1
31,163,Nebraska,Sherman County,,,,
31,165,Nebraska,Sioux County,,,,
31,167,Nebraska,Stanton County,,,,
31,169,Nebraska,Thayer County,,,,
31,171,Nebraska,Thomas County,,,,
31,173,Nebraska,Thurston County,,,,
31,175,Nebraska,Valley County,,,,
31,177,Nebraska,Washington County,,,,1
31,179,Nebraska,Wayne County,,,,
31,181,Nebraska,Webster County,,,,1
31,183,Nebraska,Wheeler County,,,,
31,185,Nebraska,York County,,,,1
32,0,Nevada,Nevada,,1,1,
32,1,Nevada,Churchill County,,1,,
32,3,Nevada,Clark County,11,12,6,16
32,5,Nevada,Douglas County,1,2,,1
32,7,Nevada,Elko County,,,1,
32,9,Nevada,Esmeralda County,,,,
32,11,Nevada,Eureka County,,,,
32,13,Nevada,Humboldt County,,,,2
32,15,Nevada,Lander County,,,,
32,17,Nevada,Lincoln County,,,,
32,19,Nevada,Lyon County,,,1,
32,21,Nevada,Mineral County,,,,
32,23,Nevada,Nye County,1,,,
32,27,Nevada,Pershing County,,,,
32,29,Nevada,Storey County,,,,
32,31,Nevada,Washoe County,2,2,4,18
32,33,Nevada,White Pine County,,,,
32,510,Nevada,Carson City,,,,2
33,0,New Hampshire,New Hampshire,2,,,4
33,1,New Hampshire,Belknap County,15,18,35,77
33,3,New Hampshire,Carroll County,16,9,29,100
33,5,New Hampshire,Cheshire County,6,15,33,132
33,7,New Hampshire,Coos County,13,11,12,11
33,9,New Hampshire,Grafton County,11,19,30,100
33,11,New Hampshire,Hillsborough County,46,61,337,1379
33,13,New Hampshire,Merrimack County,19,31,76,347
33,15,New Hampshire,Rockingham County,23,113,735,1886
33,17,New Hampshire,Strafford County,8,44,264,724
33,19,New Hampshire,Sullivan County,5,3,8,60
34,0,New Jersey,New Jersey,13,4,4,37
34,1,New Jersey,Atlantic County,201,358,594,550
34,3,New Jersey,Bergen County,109,205,616,890
34,5,New Jersey,Burlington County,456,298,511,1183
34,7,New Jersey,Camden County,106,76,133,102
34,9,New Jersey,Cape May County,70,98,152,168
34,11,New Jersey,Cumberland County,79,146,312,576
34,13,New Jersey,Essex County,84,148,433,649
34,15,New Jersey,Gloucester County,140,375,543,478
34,17,New Jersey,Hudson County,10,34,48,150
34,19,New Jersey,Hunterdon County,1927,2675,1780,1831
34,21,New Jersey,Mercer County,287,366,587,985
34,23,New Jersey,Middlesex County,234,410,423,589
34,25,New Jersey,Monmouth County,437,599,1177,1541
34,27,New Jersey,Morris County,1015,1765,1993,2114
34,29,New Jersey,Ocean County,571,505,843,859
34,31,New Jersey,Passaic County,31,76,290,770
34,33,New Jersey,Salem County,90,176,111,211
34,35,New Jersey,Somerset County,680,780,718,846
34,37,New Jersey,Sussex County,88,375,1333,1659
34,39,New Jersey,Union County,79,72,182,323
34,41,New Jersey,Warren County,193,609,946,1153
35,0,New Mexico,New Mexico,,,,
35,1,New Mexico,Bernalillo County,3,1,3,3
35,3,New Mexico,Catron County,,,,
35,5,New Mexico,Chaves County,,,,
35,6,New Mexico,Cibola County,,,,1
35,7,New Mexico,Colfax County,,,1,
35,9,New Mexico,Curry County,,,,
35,11,New Mexico,De Baca County,,,,
35,13,New Mexico,Doña Ana County,2,,2,2
35,15,New Mexico,Eddy County,,,,
35,17,New Mexico,Grant County,1,,,
35,19,New Mexico,Guadalupe County,,,,
35,21,New Mexico,Harding County,,,,
35,23,New Mexico,Hidalgo County,,,,
35,25,New Mexico,Lea County,1,1,,1
35,27,New Mexico,Lincoln County,,,,
35,28,New Mexico,Los Alamos County,,,,
35,29,New Mexico,Luna County,,,,1
35,31,New Mexico,McKinley County,,,1,
35,33,New Mexico,Mora County,,,,
35,35,New Mexico,Otero County,,1,,1
35,37,New Mexico,Quay County,,,,
35,39,New Mexico,Rio Arriba County,2,,1,
35,41,New Mexico,Roosevelt County,,1,,
35,43,New Mexico,Sandoval County,,,,1
35,45,New Mexico,San Juan County,,,,1
35,47,New Mexico,San Miguel County,,,,
35,49,New Mexico,Santa Fe County,2,3,1,2
35,51,New Mexico,Sierra County,,,,
35,53,New Mexico,Socorro County,,,,
35,55,New Mexico,Taos County,,,,2
35,57,New Mexico,Torrance County,,,,
35,59,New Mexico,Union County,,,,
35,61,New Mexico,Valencia County,,,,
36,0,New York,New York,,,,
36,1,New York,Albany County,59,171,1145,1667
36,3,New York,Allegany County,26,4,6,13
36,5,New York,Bronx County,145,84,102,197
36,7,New York,Broome County,12,11,26,87
36,9,New York,Cattaraugus County,12,1,,21
36,11,New York,Cayuga County,,9,4,14
36,13,New York,Chautauqua County,10,9,7,18
36,15,New York,Chemung County,12,5,5,12
36,17,New York,Chenango County,13,5,5,38
36,19,New York,Clinton County,14,15,24,29
36,21,New York,Columbia County,257,2015,3044,1305
36,23,New York,Cortland County,4,2,2,16
36,25,New York,Delaware County,8,10,12,27
36,27,New York,Dutchess County,4496,6172,6407,1867
36,29,New York,Erie County,84,34,20,49
36,31,New York,Essex County,9,4,10,88
36,33,New York,Franklin County,10,2,7,18
36,35,New York,Fulton County,8,8,3,24
36,37,New York,Genesee County,3,7,1,1
36,39,New York,Greene County,33,259,665,785
36,41,New York,Hamilton County,4,2,1,5
36,43,New York,Herkimer County,4,2,14,46
36,45,New York,Jefferson County,1,21,25,139
36,47,New York,Kings County,140,111,265,561
36,49,New York,Lewis County,1,1,,5
36,51,New York,Livingston County,5,2,4,7
36,53,New York,Madison County,4,10,16,30
36,55,New York,Monroe County,23,25,27,60
36,57,New York,Montgomery County,4,4,11,88
36,59,New York,Nassau County,654,472,454,241
36,61,New York,New York County,543,379,712,1208
36,63,New York,Niagara County,36,8,6,11
36,65,New York,Oneida County,24,9,13,100
36,67,New York,Onondaga County,7,32,50,186
36,69,New York,Ontario County,10,2,9,13
36,71,New York,Orange County,1071,2276,2649,1320
36,73,New York,Orleans County,7,,2,2
36,75,New York,Oswego County,10,15,8,24
36,77,New York,Otsego County,11,7,8,61
36,79,New York,Putnam County,1240,1055,1095,407
36,81,New York,Queens County,211,159,161,342
36,83,New York,Rensselaer County,42,196,958,1319
36,85,New York,Richmond County,75,52,100,141
36,87,New York,Rockland County,401,403,980,843
36,89,New York,St. Lawrence County,5,10,10,135
36,91,New York,Saratoga County,45,34,220,652
36,93,New York,Schenectady County,18,25,85,182
36,95,New York,Schoharie County,11,6,15,86
36,97,New York,Schuyler County,3,1,3,8
36,99,New York,Seneca County,5,2,7,8
36,101,New York,Steuben County,10,6,1,8
36,103,New York,Suffolk County,6124,3603,2094,1050
36,105,New York,Sullivan County,75,34,142,256
36,107,New York,Tioga County,2,7,13,42
36,109,New York,Tompkins County,40,28,25,254
36,111,New York,Ulster County,371,839,1687,1695
36,113,New York,Warren County,4,3,34,174
36,115,New York,Washington County,7,2,101,749
36,117,New York,Wayne County,8,4,1,8
36,119,New York,Westchester County,4724,2102,2552,792
36,121,New York,Wyoming County,4,4,4,5
36,123,New York,Yates County,6,1,2,4
37,0,North Carolina,North Carolina,,,,
37,1,North Carolina,Alamance County,3,3,5,
37,3,North Carolina,Alexander County,,2,3,
37,5,North Carolina,Alleghany County,,,,
37,7,North Carolina,Anson County,1,,4,
37,9,North Carolina,Ashe County,1,2,7,
37,11,North Carolina,Avery County,,,,1
37,13,North Carolina,Beaufort County,2,,2,
37,15,North Carolina,Bertie County,1,2,1,
37,17,North Carolina,Bladen County,5,1,2,
37,19,North Carolina,Brunswick County,4,3,6,2
37,21,North Carolina,Buncombe County,4,1,3,2
37,23,North Carolina,Burke County,,,1,1
37,25,North Carolina,Cabarrus County,5,2,6,1
37,27,North Carolina,Caldwell County,,1,2,
37,29,North Carolina,Camden County,2,,,
37,31,North Carolina,Carteret County,,3,13,3
37,33,North Carolina,Caswell County,1,,1,
37,35,North Carolina,Catawba County,4,5,6,
37,37,North Carolina,Chatham County,17,10,2,3
37,39,North Carolina,Cherokee County,2,,2,
37,41,North Carolina,Chowan County,,1,,
37,43,North Carolina,Clay County,,,,
37,45,North Carolina,Cleveland County,2,2,9,2
37,47,North Carolina,Columbus County,1,1,,
37,49,North Carolina,Craven County,4,4,5,1
37,51,North Carolina,Cumberland County,10,10,14,1
37,53,North Carolina,Currituck County,,,,2
37,55,North Carolina,Dare County,6,,6,2
37,57,North Carolina,Davidson County,3,,,
37,59,North Carolina,Davie County,,,,
37,61,North Carolina,Duplin County,2,,2,
37,63,North Carolina,Durham County,5,6,24,2
37,65,North Carolina,Edgecombe County,6,3,8,
37,67,North Carolina,Forsyth County,3,5,4,2
37,69,North Carolina,Franklin County,5,5,3,
37,71,North Carolina,Gaston County,2,3,8,
37,73,North Carolina,Gates County,,2,2,1
37,75,North Carolina,Graham County,,,,
37,77,North Carolina,Granville County,5,2,1,
37,79,North Carolina,Greene County,2,1,,1
37,81,North Carolina,Guilford County,6,4,5,5
37,83,North Carolina,Halifax County,4,3,,
37,85,North Carolina,Harnett County,2,,4,3
37,87,North Carolina,Haywood County,1,,1,1
37,89,North Carolina,Henderson County,4,3,2,1
37,91,North Carolina,Hertford County,1,1,,
37,93,North Carolina,Hoke County,1,1,1,1
37,95,North Carolina,Hyde County,,,1,
37,97,North Carolina,Iredell County,2,2,33,3
37,99,North Carolina,Jackson County,1,,,
37,101,North Carolina,Johnston County,3,8,7,
37,103,North Carolina,Jones County,1,1,4,1
37,105,North Carolina,Lee County,3,2,2,
37,107,North Carolina,Lenoir County,5,1,6,
37,109,North Carolina,Lincoln County,,,3,3
37,111,North Carolina,McDowell County,1,1,1,
37,113,North Carolina,Macon County,1,1,,
37,115,North Carolina,Madison County,2,3,2,2
37,117,North Carolina,Martin County,,4,1,
37,119,North Carolina,Mecklenburg County,12,11,40,9
37,121,North Carolina,Mitchell County,,,,
37,123,North Carolina,Montgomery County,6,3,,
37,125,North Carolina,Moore County,1,3,3,1
37,127,North Carolina,Nash County,2,1,6,4
37,129,North Carolina,New Hanover County,12,9,14,2
37,131,North Carolina,Northampton County,,,,1
37,133,North Carolina,Onslow County,71,28,47,11
37,135,North Carolina,Orange County,4,3,15,7
37,137,North Carolina,Pamlico County,,,,
37,139,North Carolina,Pasquotank County,,,3,2
37,141,North Carolina,Pender County,5,5,4,1
37,143,North Carolina,Perquimans County,2,,1,1
37,145,North Carolina,Person County,6,,2,2
37,147,North Carolina,Pitt County,12,4,2,3
37,149,North Carolina,Polk County,,1,1,
37,151,North Carolina,Randolph County,8,4,5,
37,153,North Carolina,Richmond County,4,,3,
37,155,North Carolina,Robeson County,1,3,,
37,157,North Carolina,Rockingham County,1,1,2,
37,159,North Carolina,Rowan County,3,1,2,1
37,161,North Carolina,Rutherford County,1,2,3,2
37,163,North Carolina,Sampson County,,,1,1
37,165,North Carolina,Scotland County,1,2,,
37,167,North Carolina,Stanly County,3,1,1,2
37,169,North Carolina,Stokes County,1,1,,1
37,171,North Carolina,Surry County,1,,,
37,173,North Carolina,Swain County,12,10,1,
37,175,North Carolina,Transylvania County,,,,2
37,177,North Carolina,Tyrrell County,1,,,
37,179,North Carolina,Union County,,1,8,2
37,181,North Carolina,Vance County,3,,1,
37,183,North Carolina,Wake County,42,45,94,18
37,185,North Carolina,Warren County,2,4,1,1
37,187,North Carolina,Washington County,,,,
37,189,North Carolina,Watauga County,,,4,1
37,191,North Carolina,Wayne County,3,,,2
37,193,North Carolina,Wilkes County,,1,1,1
37,195,North Carolina,Wilson County,10,,3,3
37,197,North Carolina,Yadkin County,4,,1,1
37,199,North Carolina,Yancey County,,,1,
38,0,North Dakota,North Dakota,,,,
38,1,North Dakota,Adams County,,,,
38,3,North Dakota,Barnes County,,,,1
38,5,North Dakota,Benson County,,,,
38,7,North Dakota,Billings County,,,,
38,9,North Dakota,Bottineau County,,,,
38,11,North Dakota,Bowman County,,,,
38,13,North Dakota,Burke County,,,,
38,15,North Dakota,Burleigh County,1,1,,3
38,17,North Dakota,Cass County,,,5,31
38,19,North Dakota,Cavalier County,,,,
38,21,North Dakota,Dickey County,,,,
38,23,North Dakota,Divide County,,,,
38,25,North Dakota,Dunn County,,,,
38,27,North Dakota,Eddy County,,,,
38,29,North Dakota,Emmons County,,,,
38,31,North Dakota,Foster County,,,1,
38,33,North Dakota,Golden Valley County,,,,
38,35,North Dakota,Grand Forks County,1,1,,21
38,37,North Dakota,Grant County,,,,
38,39,North Dakota,Griggs County,,,,
38,41,North Dakota,Hettinger County,,,,
38,43,North Dakota,Kidder County,,,,
38,45,North Dakota,LaMoure County,,,,1
38,47,North Dakota,Logan County,,,,
38,49,North Dakota,McHenry County,,,1,
38,51,North Dakota,McIntosh County,1,,,
38,53,North Dakota,McKenzie County,,,,
38,55,North Dakota,McLean County,,,,
38,57,North Dakota,Mercer County,,,,
38,59,North Dakota,Morton County,,,,1
38,61,North Dakota,Mountrail County,,,,
38,63,North Dakota,Nelson County,,,,
38,65,North Dakota,Oliver County,,,,
38,67,North Dakota,Pembina County,,,,
38,69,North Dakota,Pierce County,,,,
38,71,North Dakota,Ramsey County,,,,
38,73,North Dakota,Ransom County,,,,1
38,75,North Dakota,Renville County,,,,
38,77,North Dakota,Richland County,,,2,3
38,79,North Dakota,Rolette County,,,,
38,81,North Dakota,Sargent County,,,,
38,83,North Dakota,Sheridan County,,,,
38,85,North Dakota,Sioux County,,,,
38,87,North Dakota,Slope County,,,,
38,89,North Dakota,Stark County,,,,2
38,91,North Dakota,Steele County,,,,
38,93,North Dakota,Stutsman County,1,,,1
38,95,North Dakota,Towner County,,,,1
38,97,North Dakota,Traill County,,,1,2
38,99,North Dakota,Walsh County,,,,2
38,101,North Dakota,Ward County,1,1,1,3
38,103,North Dakota,Wells County,,,,
38,105,North Dakota,Williams County,,,,
39,0,Ohio,Ohio,,,,
39,1,Ohio,Adams County,2,1,,
39,3,Ohio,Allen County,2,1,,2
39,5,Ohio,Ashland County,2,1,3,
39,7,Ohio,Ashtabula County,2,5,3,2
39,9,Ohio,Athens County,3,4,,1
39,11,Ohio,Auglaize County,3,1,,1
39,13,Ohio,Belmont County,6,3,2,3
39,15,Ohio,Brown County,,,,
39,17,Ohio,Butler County,5,9,3,6
39,19,Ohio,Carroll County,,1,3,2
39,21,Ohio,Champaign County,,3,,1
39,23,Ohio,Clark County,2,,3,3
39,25,Ohio,Clermont County,,1,6,1
39,27,Ohio,Clinton County,,1,,
39,29,Ohio,Columbiana County,7,5,5,2
39,31,Ohio,Coshocton County,,1,4,2
39,33,Ohio,Crawford County,3,1,1,
39,35,Ohio,Cuyahoga County,22,24,24,24
39,37,Ohio,Darke County,2,2,1,
39,39,Ohio,Defiance County,,3,,
39,41,Ohio,Delaware County,2,8,9,8
39,43,Ohio,Erie County,5,2,2,
39,45,Ohio,Fairfield County,1,1,2,2
39,47,Ohio,Fayette County,,,1,
39,49,Ohio,Franklin County,6,13,27,19
39,51,Ohio,Fulton County,2,,1,1
39,53,Ohio,Gallia County,1,,1,
39,55,Ohio,Geauga County,,2,1,5
39,57,Ohio,Greene County,1,3,3,5
39,59,Ohio,Guernsey County,1,,3,1
39,61,Ohio,Hamilton County,7,12,26,13
39,63,Ohio,Hancock County,3,2,,
39,65,Ohio,Hardin County,1,1,,
